,Sub_cell_type,Broad_cell_type
3_CELL3380_N2,NE_1,"NE, Neural cell"
3_CELL3382_N3,GA_1,"GA, Gastrodermal cell"
3_CELL3389_N5,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3390_N2,SG_2,"SG, Stem/Germline cell"
3_CELL3399_N2,GL_2,"GL, Gland cell"
3_CELL3401_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3407_N2,GA_4,"GA, Gastrodermal cell"
3_CELL3413_N1,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3414_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3416_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3420_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3430_N5,GA_4,"GA, Gastrodermal cell"
3_CELL3431_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3436_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3440_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3441_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3442_N5,GL_1,"GL, Gland cell"
3_CELL3443_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3446_N4,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3448_N2,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3450_N2,GA_4,"GA, Gastrodermal cell"
3_CELL3451_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3452_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3453_N2,SG_3,"SG, Stem/Germline cell"
3_CELL3456_N2,NE_1,"NE, Neural cell"
3_CELL3457_N4,NE_2,"NE, Neural cell"
3_CELL3458_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3460_N3,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3462_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3463_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3464_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3467_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3470_N3,HA,"HA, Hair cell"
3_CELL3473_N3,GA_1,"GA, Gastrodermal cell"
3_CELL3474_N5,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3476_N2,GA_4,"GA, Gastrodermal cell"
3_CELL3478_N2,GL_2,"GL, Gland cell"
3_CELL3481_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3482_N3,SG_3,"SG, Stem/Germline cell"
3_CELL3483_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3484_N2,NE_2,"NE, Neural cell"
3_CELL3486_N5,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3487_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3488_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3492_N2,NE_2,"NE, Neural cell"
3_CELL3493_N3,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3495_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3496_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3498_N2,NE_3,"NE, Neural cell"
3_CELL3501_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3503_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3505_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3507_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3509_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3512_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3513_N3,NE_1,"NE, Neural cell"
3_CELL3514_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3518_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3520_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3523_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3525_N1,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3528_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3531_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3532_N6,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3533_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3536_N2,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3538_N3,GA_2,"GA, Gastrodermal cell"
3_CELL3541_N2,SG_3,"SG, Stem/Germline cell"
3_CELL3546_N4,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3551_N2,GA_4,"GA, Gastrodermal cell"
3_CELL3552_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3553_N2,NE_3,"NE, Neural cell"
3_CELL3556_N5,NE_1,"NE, Neural cell"
3_CELL3558_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3559_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3560_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3563_N2,GA_4,"GA, Gastrodermal cell"
3_CELL3572_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3573_N2,SG_1,"SG, Stem/Germline cell"
3_CELL3576_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3578_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3582_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3584_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3585_N1,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3586_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3587_N4,GL_2,"GL, Gland cell"
3_CELL3590_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3593_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3597_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3601_N4,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3602_N4,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3606_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3607_N2,NE_4,"NE, Neural cell"
3_CELL3613_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3622_N4,GA_2,"GA, Gastrodermal cell"
3_CELL3625_N3,GA_3,"GA, Gastrodermal cell"
3_CELL3629_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3636_N2,SG_1,"SG, Stem/Germline cell"
3_CELL3638_N4,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3640_N4,GA_1,"GA, Gastrodermal cell"
3_CELL3641_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3642_N3,GL_1,"GL, Gland cell"
3_CELL3643_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3645_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3646_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3647_N2,GA_2,"GA, Gastrodermal cell"
3_CELL3648_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3651_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3652_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3653_N3,GA_2,"GA, Gastrodermal cell"
3_CELL3654_N3,HA,"HA, Hair cell"
3_CELL3655_N3,NE_1,"NE, Neural cell"
3_CELL3658_N3,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3659_N2,NE_2,"NE, Neural cell"
3_CELL3660_N1,NE_1,"NE, Neural cell"
3_CELL3665_N2,SG_1,"SG, Stem/Germline cell"
3_CELL3667_N2,GL_2,"GL, Gland cell"
3_CELL3669_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3670_N3,GA_3,"GA, Gastrodermal cell"
3_CELL3673_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3677_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3681_N2,NE_4,"NE, Neural cell"
3_CELL3683_N2,GL_1,"GL, Gland cell"
3_CELL3684_N2,GA_4,"GA, Gastrodermal cell"
3_CELL3689_N2,SG_2,"SG, Stem/Germline cell"
3_CELL3694_N3,GA_2,"GA, Gastrodermal cell"
3_CELL3696_N3,GA_1,"GA, Gastrodermal cell"
3_CELL3697_N4,GA_2,"GA, Gastrodermal cell"
3_CELL3698_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3700_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3703_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3707_N2,SG_1,"SG, Stem/Germline cell"
3_CELL3710_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3712_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3714_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3717_N2,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3718_N2,NE_2,"NE, Neural cell"
3_CELL3719_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3720_N2,SG_3,"SG, Stem/Germline cell"
3_CELL3725_N2,NE_1,"NE, Neural cell"
3_CELL3726_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3728_N4,GA_4,"GA, Gastrodermal cell"
3_CELL3730_N2,GA_2,"GA, Gastrodermal cell"
3_CELL3733_N3,GA_1,"GA, Gastrodermal cell"
3_CELL3735_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3737_N3,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3739_N2,GL_1,"GL, Gland cell"
3_CELL3741_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3742_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3743_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3745_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3746_N6,HA,"HA, Hair cell"
3_CELL3748_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3749_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3751_N3,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3752_N3,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3754_N2,GA_2,"GA, Gastrodermal cell"
3_CELL3758_N3,NE_3,"NE, Neural cell"
3_CELL3760_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3764_N3,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3765_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3768_N6,GA_2,"GA, Gastrodermal cell"
3_CELL3769_N3,GL_2,"GL, Gland cell"
3_CELL3772_N2,NE_2,"NE, Neural cell"
3_CELL3777_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3786_N4,GA_1,"GA, Gastrodermal cell"
3_CELL3789_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3791_N2,HA,"HA, Hair cell"
3_CELL3797_N3,SG_4,"SG, Stem/Germline cell"
3_CELL3799_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3800_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3801_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3804_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3806_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3811_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3812_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3814_N3,CN_4,"CN, Cnidocytes/Nematocyte cell"
3_CELL3815_N3,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3821_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3822_N2,GA_3,"GA, Gastrodermal cell"
3_CELL3832_N1,GA_4,"GA, Gastrodermal cell"
3_CELL3834_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3839_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3842_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3846_N2,SG_2,"SG, Stem/Germline cell"
3_CELL3847_N3,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3849_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3854_N3,SG_1,"SG, Stem/Germline cell"
3_CELL3856_N2,NE_1,"NE, Neural cell"
3_CELL3860_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3861_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3865_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3868_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3872_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3873_N2,NE_2,"NE, Neural cell"
3_CELL3875_N2,HA,"HA, Hair cell"
3_CELL3876_N4,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3879_N2,SG_2,"SG, Stem/Germline cell"
3_CELL3886_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL3887_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3888_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3889_N3,NE_2,"NE, Neural cell"
3_CELL3890_N2,SG_1,"SG, Stem/Germline cell"
3_CELL3894_N2,HA,"HA, Hair cell"
3_CELL3896_N2,GA_2,"GA, Gastrodermal cell"
3_CELL3900_N2,HA,"HA, Hair cell"
3_CELL3903_N3,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3904_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3905_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3910_N2,SG_2,"SG, Stem/Germline cell"
3_CELL3912_N4,HA,"HA, Hair cell"
3_CELL3913_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3916_N3,NE_2,"NE, Neural cell"
3_CELL3917_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3919_N2,CN_4,"CN, Cnidocytes/Nematocyte cell"
3_CELL3920_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3922_N2,NE_1,"NE, Neural cell"
3_CELL3933_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3935_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3936_N2,NE_2,"NE, Neural cell"
3_CELL3937_N3,GA_2,"GA, Gastrodermal cell"
3_CELL3940_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3942_N5,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3943_N3,NE_1,"NE, Neural cell"
3_CELL3947_N2,GA_4,"GA, Gastrodermal cell"
3_CELL3948_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3949_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3950_N4,NE_4,"NE, Neural cell"
3_CELL3953_N3,GA_2,"GA, Gastrodermal cell"
3_CELL3958_N4,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3959_N4,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3960_N3,NE_2,"NE, Neural cell"
3_CELL3965_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3966_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3968_N2,SG_2,"SG, Stem/Germline cell"
3_CELL3972_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL3973_N2,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL3975_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3981_N4,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3983_N5,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL3984_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3985_N3,NE_3,"NE, Neural cell"
3_CELL3986_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL3987_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL3992_N1,SG_1,"SG, Stem/Germline cell"
3_CELL3996_N2,GA_1,"GA, Gastrodermal cell"
3_CELL3998_N3,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL4003_N2,CN_4,"CN, Cnidocytes/Nematocyte cell"
3_CELL4005_N2,GA_2,"GA, Gastrodermal cell"
3_CELL4006_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4008_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4011_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4017_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4019_N2,NE_1,"NE, Neural cell"
3_CELL4021_N3,SG_3,"SG, Stem/Germline cell"
3_CELL4023_N5,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL4026_N4,GA_1,"GA, Gastrodermal cell"
3_CELL4027_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4028_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL4033_N5,NE_3,"NE, Neural cell"
3_CELL4040_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4041_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4042_N3,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL4043_N3,GA_1,"GA, Gastrodermal cell"
3_CELL4045_N3,NE_1,"NE, Neural cell"
3_CELL4047_N1,NE_1,"NE, Neural cell"
3_CELL4050_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4051_N4,GA_1,"GA, Gastrodermal cell"
3_CELL4052_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4054_N1,GL_1,"GL, Gland cell"
3_CELL4058_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4059_N2,GA_1,"GA, Gastrodermal cell"
3_CELL4060_N2,NE_1,"NE, Neural cell"
3_CELL4063_N1,NE_3,"NE, Neural cell"
3_CELL4065_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4067_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4069_N3,NE_3,"NE, Neural cell"
3_CELL4070_N3,SG_1,"SG, Stem/Germline cell"
3_CELL4071_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4075_N3,GA_1,"GA, Gastrodermal cell"
3_CELL4076_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4077_N4,GA_2,"GA, Gastrodermal cell"
3_CELL4081_N3,SG_2,"SG, Stem/Germline cell"
3_CELL4083_N2,GA_1,"GA, Gastrodermal cell"
3_CELL4085_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4086_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4087_N2,HA,"HA, Hair cell"
3_CELL4088_N2,NE_2,"NE, Neural cell"
3_CELL4089_N4,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4091_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4093_N2,NE_1,"NE, Neural cell"
3_CELL4098_N4,NE_2,"NE, Neural cell"
3_CELL4099_N1,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4102_N2,GA_1,"GA, Gastrodermal cell"
3_CELL4103_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4105_N2,GL_1,"GL, Gland cell"
3_CELL4106_N2,HA,"HA, Hair cell"
3_CELL4108_N3,NE_2,"NE, Neural cell"
3_CELL4111_N4,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL4112_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4114_N2,GA_3,"GA, Gastrodermal cell"
3_CELL4116_N4,SG_1,"SG, Stem/Germline cell"
3_CELL4121_N2,GA_4,"GA, Gastrodermal cell"
3_CELL4122_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4123_N2,SG_4,"SG, Stem/Germline cell"
3_CELL4124_N3,HA,"HA, Hair cell"
3_CELL4133_N2,NE_4,"NE, Neural cell"
3_CELL4135_N3,HA,"HA, Hair cell"
3_CELL4138_N4,GA_2,"GA, Gastrodermal cell"
3_CELL4141_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4142_N2,NE_3,"NE, Neural cell"
3_CELL4145_N2,HA,"HA, Hair cell"
3_CELL4147_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4149_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4151_N6,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4153_N1,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4154_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4157_N5,NE_2,"NE, Neural cell"
3_CELL4160_N3,GA_1,"GA, Gastrodermal cell"
3_CELL4162_N4,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4167_N2,GA_1,"GA, Gastrodermal cell"
3_CELL4169_N2,GL_2,"GL, Gland cell"
3_CELL4170_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4171_N4,NE_2,"NE, Neural cell"
3_CELL4173_N3,SG_1,"SG, Stem/Germline cell"
3_CELL4181_N2,GL_1,"GL, Gland cell"
3_CELL4184_N3,GA_2,"GA, Gastrodermal cell"
3_CELL4188_N2,SG_2,"SG, Stem/Germline cell"
3_CELL4192_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4194_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL4199_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4202_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4207_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4209_N3,GA_1,"GA, Gastrodermal cell"
3_CELL4213_N2,GA_2,"GA, Gastrodermal cell"
3_CELL4214_N4,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4218_N1,NE_2,"NE, Neural cell"
3_CELL4220_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4228_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4229_N2,GA_2,"GA, Gastrodermal cell"
3_CELL4230_N3,GA_2,"GA, Gastrodermal cell"
3_CELL4231_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4235_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4237_N2,GA_3,"GA, Gastrodermal cell"
3_CELL4238_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4239_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4241_N3,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4242_N4,GA_4,"GA, Gastrodermal cell"
3_CELL4244_N2,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL4251_N2,HA,"HA, Hair cell"
3_CELL4258_N4,SG_1,"SG, Stem/Germline cell"
3_CELL4259_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4260_N2,SG_2,"SG, Stem/Germline cell"
3_CELL4272_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4274_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4278_N4,SG_1,"SG, Stem/Germline cell"
3_CELL4279_N4,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4280_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4281_N5,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4284_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4285_N3,GA_2,"GA, Gastrodermal cell"
3_CELL4290_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4292_N2,GA_2,"GA, Gastrodermal cell"
3_CELL4293_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4295_N2,GL_1,"GL, Gland cell"
3_CELL4298_N3,GA_2,"GA, Gastrodermal cell"
3_CELL4300_N2,NE_4,"NE, Neural cell"
3_CELL4301_N2,GA_5,"GA, Gastrodermal cell"
3_CELL4302_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4304_N2,CN_3,"CN, Cnidocytes/Nematocyte cell"
3_CELL4308_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4309_N3,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL4310_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4318_N2,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4320_N6,SG_1,"SG, Stem/Germline cell"
3_CELL4321_N4,NE_2,"NE, Neural cell"
3_CELL4324_N4,NE_3,"NE, Neural cell"
3_CELL4326_N3,CN_4,"CN, Cnidocytes/Nematocyte cell"
3_CELL4329_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4331_N3,SG_1,"SG, Stem/Germline cell"
3_CELL4335_N2,NE_3,"NE, Neural cell"
3_CELL4346_N5,GA_1,"GA, Gastrodermal cell"
3_CELL4351_N2,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4353_N3,HA,"HA, Hair cell"
3_CELL4356_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4358_N2,NE_3,"NE, Neural cell"
3_CELL4362_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4364_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4367_N4,CN_2,"CN, Cnidocytes/Nematocyte cell"
3_CELL4369_N4,SG_3,"SG, Stem/Germline cell"
3_CELL4370_N2,NE_4,"NE, Neural cell"
3_CELL4371_N2,NE_1,"NE, Neural cell"
3_CELL4373_N3,SG_2,"SG, Stem/Germline cell"
3_CELL4374_N1,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4379_N2,SG_1,"SG, Stem/Germline cell"
3_CELL4380_N4,NE_3,"NE, Neural cell"
3_CELL4383_N2,SG_3,"SG, Stem/Germline cell"
3_CELL4388_N2,CN_1,"CN, Cnidocytes/Nematocyte cell"
3_CELL4389_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4392_N4,EM_2,"EM, Epidermal/Muscle cell"
3_CELL4393_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4395_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4396_N3,EM_3,"EM, Epidermal/Muscle cell"
3_CELL4398_N1,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4402_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4403_N3,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4405_N2,EM_1,"EM, Epidermal/Muscle cell"
3_CELL4407_N3,CN_1,"CN, Cnidocytes/Nematocyte cell"
